ENROLLMENTPIDM,GENDER,FIRST_GEN,LOW_SES,LGBTQ,AGE,Age Group,ETHNICITYROLLUP,MIDEAST,API,HISPANIC,CREDITHOURS,CR/NC,FIRSTTIMEATWVC,FIRSTSEM,FINAID2223,ZIPCODE,SPRADDR_CITY,STVEGOL_DESC,STVMAJR_DESC,TOTAL_UNITS_ATT,TOTAL_UNITS_EARNED,SHRLGPA_GPA_HOURS,SHRLGPA_QUALITY_POINTS,STVSTYP_DESC,EDLEVEL,High School,HSCODE,GRAD_YEAR,RESIDENCY_TYPE
1061554,Female,Y,N,N,56,50+,Hispanic,N,N,Y,3.0-5.9,Credit,No,200970,No,95110,San Jose,Associate & transfer to 4-yr,Paralegal,51.5,43.5,37,122.5,Continuing Student,Certificate of CA HS Profic.,Channel Islands High Schl,052297,1985,In state Resident
1078746,Female,Y,Y,N,50,50+,Hispanic,N,N,Y,3.0-5.9,Credit,No,200970,No,95119,San Jose,Associate & transfer to 4-yr,Interior Design,124,115,109,388,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1989,In state Resident
1079907,Female,Y,Y,N,38,35-39,Hispanic,N,N,Y,6.0-8.9,Credit,No,201570,No,95035,Milpitas,Associate & transfer to 4-yr,Liberal Arts: Sci & Math,115,90.5,93,323,Returning Student,Associate Degree,Milpitas High,433447,2002,In state Resident
1084218,Female,N,N,N,54,50+,Asian,N,Y,N,3.0-5.9,Credit,No,200270,No,95070,Saratoga,Associate & transfer to 4-yr,Biological Science,164.17,142.17,127.83,478.32,Continuing Student,,Foreign High School,9998HS,1987,In state Resident
1089942,Female,Y,N,N,60,50+,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95123,San Jose,Associate & transfer to 4-yr,Early Childhood Education,6,3,3,12,Returning Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,,In state Resident
1090995,Female,Y,Y,N,67,50+,Asian,N,Y,N,6.0-8.9,Credit,No,200270,Yes,95112,San Jose,Educational development,Liberal Arts: Arts & Hum,67,67,67,259,Returning Student,Associate Degree,Foreign High School,8XXXXX,1972,In state Resident
1105371,Female,Y,N,N,45,40-49,Asian,N,Y,N,6.0-8.9,Credit,No,200430,No,94555,Fremont,Associate & transfer to 4-yr,Apparel Design,99.5,90.5,83,270,Continuing Student,Associate Degree,Foreign High School,8XXXXX,1999,In state Resident
1107237,Female,N,N,N,37,35-39,Hispanic,N,N,Y,6.0-8.9,Credit,No,200530,No,95051,Santa Clara,Associate & transfer to 4-yr,English,118,23.5,47,77,Returning Student,Received High School Diploma,Adrian Wilcox High,433880,2003,In state Resident
1118395,Female,N,Y,N,36,35-39,White,N,N,N,3.0-5.9,Credit,No,200470,Yes,95124,San Jose,Vocational certificate,Paralegal,44.5,37.5,36,123,Continuing Student,Received High School Diploma,Branham High Schl,053082,2003,In state Resident
1133155,Male,N,N,N,35,35-39,White,N,N,N,3.0-5.9,Credit,No,200550,No,95121,San Jose,Associate & transfer to 4-yr,Biological Science,185,62.5,59,190.29,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2004,In state Resident
1151483,Female,Y,N,N,34,30-34,Hispanic,N,N,Y,3.0-5.9,Credit,No,200630,No,95050,Santa Clara,Associate & transfer to 4-yr,Public Health,157.5,98.5,87,200,Continuing Student,Received High School Diploma,Santa Clara High,433012,2006,In state Resident
1155054,Female,N,Y,N,33,30-34,Hispanic,N,N,Y,9.0-11.9,Credit,No,200650,Yes,95032,Los Gatos,Associate & transfer to 4-yr,Early Childhood Teacher 1,84.5,55,73,138,Continuing Student,Certificate of CA HS Profic.,Ls Gats High Schl,051855,2008,In state Resident
1155811,Female,Y,N,N,76,50+,White,N,N,N,3.0-5.9,Credit,No,201450,No,95134,San Jose,Associate & transfer to 4-yr,"Art, AA",20.5,19,9,32,Continuing Student,Associate Degree,High School - Virginia,600460,1964,In state Resident
1161706,Female,N,N,Y,34,30-34,White,N,N,N,3.0-5.9,Credit,No,200730,No,95051,Santa Clara,Associate & transfer to 4-yr,"Vocational Nursing, AS",158.5,63.5,66,185,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2006,In state Resident
1170113,Male,N,N,N,75,50+,Asian,N,Y,N,3.0-5.9,Credit,No,200750,No,95119,San Jose,Educational development,Social Justice Studies,37,37,37,145,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1964,In state Resident
1173031,Female,Y,Y,Y,31,30-34,Asian,N,Y,N,3.0-5.9,Credit,No,201230,No,95051,Santa Clara,Educational development,Undeclared,145.99,148.66,122.99,388.1,Returning Student,Bachelor Degree or higher,Santa Clara High,433012,2009,In state Resident
1194384,Male,N,N,N,32,30-34,White,N,N,N,6.0-8.9,Credit,No,200870,No,95032,Los Gatos,Associate & transfer to 4-yr,Engineering,245,120.5,118,324,Continuing Student,,Ls Gats High Schl,051855,2008,In state Resident
1198819,Male,N,N,N,34,30-34,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95014,Cupertino,Associate & transfer to 4-yr,Undeclared,9,3,9,12,Continuing Student,Associate Degree,Monta Vista High,053446,2006,Community Education
1215116,Male,N,N,N,44,40-49,Two or More,N,Y,N,3.0-5.9,Credit,No,201670,No,94043,Mountain View,Undeciced on goal,"Kinesiology, AAT",47.5,42,35,139,Returning Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1995,In state Resident
1215204,Female,N,Y,N,31,30-34,Two or More,N,Y,N,3.0-5.9,Credit,No,201130,No,95051,Santa Clara,Associate & transfer to 4-yr,Paralegal,184,123,131,364,Continuing Student,Received High School Diploma,Adrian Wilcox High,433880,2009,In state Resident
1215555,Female,N,N,N,30,30-34,Two or More,N,Y,N,6.0-8.9,Credit,No,201250,No,95128,San Jose,Associate & transfer to 4-yr,Interior Design,111.33,103.33,99.33,383.33,Continuing Student,Bachelor Degree or higher,Abraham Lincln High Schl,053075,2009,In state Resident
1217292,Female,Y,Y,N,32,30-34,Hispanic,N,N,Y,9.0-11.9,Credit,No,200970,No,95122,San Jose,Associate & transfer to 4-yr,Liberal Arts: Soc & Beh Sci,80.5,42,54.5,135,Continuing Student,Received High School Diploma,Oak Grove High,433520,2008,In state Resident
1223053,Male,Y,N,N,32,30-34,Hispanic,N,Y,Y,6.0-8.9,Credit,No,201030,No,95117,San Jose,Associate & transfer to 4-yr,Biological Science,41.5,23,28,70,Returning Student,Received High School Diploma,Ocean Grve Charter Schl,054111,2007,In state Resident
1229623,Male,N,N,N,30,30-34,White,N,N,N,3.0-5.9,Credit,No,201150,No,95124,San Jose,Associate & transfer to 4-yr,Geographic Information Science,18,9,9,33,Continuing Student,Bachelor Degree or higher,Othr CA High Sch - no CDS code,600050,2010,In state Resident
1230251,Male,Y,Y,N,30,30-34,Hispanic,N,N,Y,9.0-11.9,Credit,No,201050,Yes,95120,San Jose,Vocational certificate,Park Management,6.5,0.5,0,0,Returning Student,Received High School Diploma,Leigh High,433023,2010,In state Resident
1230945,Male,N,Y,Y,30,30-34,Hispanic,N,N,Y,12.0-14.9,Credit,No,201050,Yes,95124,San Jose,Associate & transfer to 4-yr,Mathematics,80,43.5,49,140,Continuing Student,GED/HS Cert Equiv/Completion,Branham High Schl,433086,2009,In state Resident
1232934,Female,N,N,N,24,20-24,Two or More,N,N,N,9.0-11.9,Credit,No,201630,No,95118,San Jose,Associate & transfer to 4-yr,Undeclared,3,0,0,0,Continuing Student,Received High School Diploma,Oak Grove High,433520,2015,Community Education
1233346,Female,Y,Y,N,33,30-34,Hispanic,N,N,Y,6.0-8.9,Credit,No,202230,No,95117,San Jose,Associate & transfer to 4-yr,Business Administration,17,6,12,12,Continuing Student,Certificate of CA HS Profic.,Westmnt High Schl,053103,2007,In state Resident
1234074,Female,Y,N,N,66,50+,Asian,N,Y,N,3.0-5.9,Credit,No,201070,No,94087,Sunnyvale,Associate & transfer to 4-yr,"Interior Design, CA",8,7,7,25,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1974,In state Resident
1236041,Male,U,Y,N,65,50+,Asian,N,Y,N,6.0-8.9,Credit,No,201070,Yes,95122,San Jose,Associate & transfer to 4-yr,Liberal Arts: Comm & Media,141.5,102.5,107.5,260,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,1972,In state Resident
1239156,Female,N,Y,N,30,30-34,Hispanic,N,N,Y,6.0-8.9,Credit,No,201130,Yes,95011,Campbell,2-yr associate degree,Liberal Arts,69.5,69.5,65,232,Continuing Student,,Santa Clara High,433012,2009,In state Resident
1240433,Male,N,Y,N,30,30-34,White,N,N,N,3.0-5.9,Credit,No,201130,No,95032,Los Gatos,Associate & transfer to 4-yr,Computer Science,122.5,112.5,112,425,Continuing Student,Bachelor Degree or higher,,9999HS,2010,In state Resident
1245060,Female,Y,Y,N,29,25-29,Hispanic,N,Y,Y,6.0-8.9,Credit,No,201170,Yes,95111,San Jose,Associate & transfer to 4-yr,Liberal Arts: Arts & Hum,39,9,9,21,Returning Student,Received High School Diploma,Andrew P Hill High Schl,433299,2011,In state Resident
1245918,Female,N,Y,Y,32,30-34,Hispanic,N,N,Y,6.0-8.9,Credit,No,201270,No,95130,San Jose,2-yr associate degree,Early Childhood Education,72.5,26.5,36,61,Returning Student,Received High School Diploma,Prspect High Schl,053344,2008,In state Resident
1247189,Female,N,Y,Y,27,25-29,White,N,N,N,3.0-5.9,Credit,No,201150,No,95032,Los Gatos,Associate & transfer to 4-yr,Biological Science,150.5,107.5,112,261,Continuing Student,Received High School Diploma,Westmnt High Schl,053103,2013,In state Resident
1250352,Female,N,Y,N,33,30-34,Hispanic,N,N,Y,12.0-14.9,Credit,No,201170,Yes,95127,San Jose,Associate & transfer to 4-yr,Music,53,51,51,204,Continuing Student,Bachelor Degree or higher,Abraham Lincoln High,433379,2006,In state Resident
1251646,Female,N,N,N,35,35-39,White,N,N,N,3.0-5.9,Credit,No,201330,No,95124,San Jose,Associate & transfer to 4-yr,Business Admininstration,71,61,61,241,Continuing Student,Received High School Diploma,Presentatin High Schl,053097,2005,In state Resident
1254989,Male,N,N,N,37,35-39,Asian,N,Y,N,6.0-8.9,Credit,Yes,,No,95035,Milpitas,Adv in career/update jobskills,Liberal Arts: Arts & Hum,71.33,66,71.33,198,Returning Student,Bachelor Degree or higher,Milpitas High,051978,2003,In state Resident
1258080,Male,N,Y,N,28,25-29,White,N,N,N,6.0-8.9,Credit,No,201270,No,95051,Santa Clara,Associate & transfer to 4-yr,"Biology, AST",123,93.5,93.5,374,Continuing Student,Received High School Diploma,Los Gatos High,433437,2012,In state Resident
1261056,Male,N,Y,N,30,30-34,Asian,N,Y,N,0.1-2.9,Credit,Yes,,No,95121,SAN JOSE,Associate & transfer to 4-yr,"Business Administration, AST",153,62,63,189,Continuing Student,Received High School Diploma,Milpitas High,433447,2010,In state Resident
1262612,Female,N,Y,N,27,25-29,Two or More,N,N,N,6.0-8.9,Credit,No,202130,Yes,95136,San Jose,Associate & transfer to 4-yr,Apparel Design,24,6,6,24,Continuing Student,Received High School Diploma,Willow Glen High,433895,2013,In state Resident
1265878,Female,N,N,N,28,25-29,Asian,N,Y,N,6.0-8.9,Credit,Yes,,No,95122,San Jose,Prep for new career/job skill,Undeclared,124.5,107.5,116,354,Continuing Student,,,,,Community Education
1266194,Male,N,N,N,52,50+,Hispanic,N,Y,Y,3.0-5.9,Credit,No,201330,No,95013,Coyote,Associate & transfer to 4-yr,English,15,3,3,12,Returning Student,Bachelor Degree or higher,Rio Americano High,343671,1988,In state Resident
1267819,Female,N,N,N,47,40-49,White,N,N,N,6.0-8.9,Credit,No,201310,No,95008,Campbell,Undeciced on goal,Public Health,79,66,62.5,211,Returning Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1992,In state Resident
1270098,Female,N,Y,N,25,25-29,Hispanic,N,N,Y,9.0-11.9,Credit,No,201570,Yes,95008,Campbell,Associate & transfer to 4-yr,Business Admininstration,95.5,86.5,86,320,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2016,In state Resident
1270527,Female,Y,Y,N,27,25-29,Hispanic,N,N,Y,3.0-5.9,Credit,No,201350,No,95127,SAN JOSE,Associate & transfer to 4-yr,Public Health,63,46,43,140,Returning Student,Received High School Diploma,Piedmont Hills High Schl,433590,2013,In state Resident
1274202,Female,N,Y,N,24,20-24,White,N,N,N,9.0-11.9,Credit,No,201370,Yes,95124,San Jose,Undeciced on goal,Communications Studies,6,3,6,12,Returning Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2018,In state Resident
1275308,Female,N,N,N,56,50+,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95008,Campbell,Maintain certificate/license,Undeclared,9,9,9,33,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1982,In state Resident
1275633,Female,N,N,N,26,25-29,White,N,N,N,3.0-5.9,Credit,No,201470,No,95124,San Jose,Associate & transfer to 4-yr,"Fire Technology, AS",100,89,94,268,Continuing Student,Received High School Diploma,Leigh High,433023,2014,In state Resident
1275716,Male,N,N,N,26,25-29,White,N,N,N,6.0-8.9,Credit,No,201470,No,95120,San Jose,Associate & transfer to 4-yr,Music,205,151,156,427,Continuing Student,,Pineer High Schl,053096,2014,In state Resident
1275877,Female,N,Y,N,28,25-29,White,N,N,N,3.0-5.9,Credit,No,201370,No,95123,San Jose,Associate & transfer to 4-yr,"Biology, AST",109,70,78,210,Continuing Student,Received High School Diploma,Santa Teresa High,053106,2011,In state Resident
1276363,Male,N,N,N,43,40-49,Hispanic,N,N,Y,6.0-8.9,Credit,Yes,,No,94061,Redwood City,Associate & transfer to 4-yr,"Unmanned Aircraft Techno, AS",16,16,16,48,Returning Student,Associate Degree,Othr CA High Sch - no CDS code,600050,1998,In state Resident
1280520,Female,N,N,N,70,50+,White,N,N,N,0.1-2.9,Credit,No,201430,No,95128,San Jose,Educational development,Admin of Justice:Law Enforcemt,7,6,2,8,Continuing Student,Bachelor Degree or higher,Abraham Lincoln High,433379,1970,In state Resident
1282898,Male,Y,Y,Y,26,25-29,African American/African,N,N,N,9.0-11.9,Credit,No,201470,No,95118,San Jose,Associate & transfer to 4-yr,Business Administration,111,39,39,74,Returning Student,Received High School Diploma,Pioneer High,433594,2014,In state Resident
1285888,Female,N,N,N,25,25-29,White,N,N,N,6.0-8.9,Credit,No,202030,No,95050,Santa Clara,Associate & transfer to 4-yr,Business Administration,98.5,64,64,157,Continuing Student,Bachelor Degree or higher,Adrian Wilcox High,433880,2016,In state Resident
1285980,Female,N,Y,N,43,40-49,White,N,N,N,9.0-11.9,Credit,No,201470,No,95120,San Jose,Associate & transfer to 4-yr,Liberal Arts: Arts & Hum,190.5,121,122,356,Continuing Student,,Foreign High School,9998HS,1997,In state Resident
1287122,Male,N,Y,N,23,20-24,Asian,N,Y,N,12.0-14.9,Credit,No,202250,Yes,95132,San Jose,Associate & transfer to 4-yr,Apparel Design,9.5,9.5,9.5,38,Returning Student,Associate Degree,Piedmont Hills High Schl,433590,2016,In state Resident
1288904,Female,N,N,N,43,40-49,Asian,N,Y,N,6.0-8.9,Credit,No,201470,No,95070,Saratoga,Associate & transfer to 4-yr,English,88,82,85,295,Continuing Student,,,,,In state Resident
1290452,Female,Y,N,N,34,30-34,Asian,N,Y,N,3.0-5.9,Credit,No,201530,No,95008,Campbell,Prep for new career/job skill,"Interior Design Fundamenta, AS",5,5,5,20,Transfer Student,Bachelor Degree or higher,Foreign High School,9998HS,2005,In state Resident
1290734,Male,U,Y,N,37,35-39,White,Y,N,N,3.0-5.9,Credit,No,201530,Yes,95117,SAN JOSE,Associate & transfer to 4-yr,"Ecology,Biodiversity&Conservtn",113.5,93.5,103.5,289,Returning Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2008,In state Resident
1291652,Male,Y,Y,N,26,25-29,Hispanic,N,N,Y,6.0-8.9,Credit,No,201510,No,95051,Santa Clara,Associate & transfer to 4-yr,Communications Studies,3.5,0,3,0,Returning Student,Received High School Diploma,Archbishop Mitty High,694034,2014,In state Resident
1292011,Female,U,Y,N,37,35-39,White,N,N,N,0.1-2.9,Credit,No,201730,Yes,95118,San Jose,Associate & transfer to 4-yr,Medical Admininstrative Asst,29,29,29,113,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2000,In state Resident
1293129,Female,N,Y,N,27,25-29,White,N,N,N,12.0-14.9,Credit,No,201730,Yes,95014,Cupertino,Associate & transfer to 4-yr,"Interior Design Fundamenta, AS",106.33,93,96.33,322.5,Continuing Student,Received High School Diploma,Cupertin High Schl,050718,2013,In state Resident
1293392,Female,N,Y,N,39,35-39,Hispanic,N,N,Y,3.0-5.9,Credit,No,202130,No,95132,San Jose,Associate & transfer to 4-yr,"Psychology, AAT",84,58,62,200,Continuing Student,Received High School Diploma,Gilroy High,433283,2001,In state Resident
1293962,Female,N,N,N,25,25-29,White,N,N,N,3.0-5.9,Credit,No,201570,No,94087,Sunnyvale,Associate & transfer to 4-yr,Art,81.5,67,63,180,Continuing Student,,Fremont High,053460,2015,In state Resident
1294487,Female,N,Y,N,25,25-29,Hispanic,N,N,Y,9.0-11.9,Credit,No,201570,No,95122,San Jose,Transfer to 4-year w/o Asso.,Interior Design,72,47,47,132,Continuing Student,Received High School Diploma,Santa Clara High,053280,2015,In state Resident
1294490,Male,N,Y,N,25,25-29,Filipino,N,Y,N,3.0-5.9,Credit,Yes,,No,95133,San Jose,Associate & transfer to 4-yr,LA: Art & Human AA,106.5,63.5,73,157,Continuing Student,,Independence High,053087,2015,In state Resident
1295582,Female,N,N,N,34,30-34,Asian,N,Y,N,6.0-8.9,Credit,No,201530,No,94085,Sunnyvale,Associate & transfer to 4-yr,"Interior Design Fundamenta, AS",31.5,31,31,115,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2003,In state Resident
1295858,Female,N,N,N,39,35-39,Asian,N,Y,N,6.0-8.9,Credit,Yes,,No,95070,Saratoga,Associate & transfer to 4-yr,English,6.5,0,0,0,Returning Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2004,In state Resident
1296599,Female,N,N,N,23,20-24,Two or More,N,Y,N,6.0-8.9,Credit,No,201570,No,95051,Santa Clara,Associate & transfer to 4-yr,Undeclared,102,76,81,220,Continuing Student,Received High School Diploma,Leigh High Schl,053092,2017,In state Resident
1298851,Male,N,N,N,23,20-24,White,N,N,N,15+,Credit,No,201570,No,95124,San Jose,Associate & transfer to 4-yr,Kinesiology AAT,70,66,63,239,Continuing Student,Not graduate/not enrolled HS,,,,In state Resident
1299032,Female,N,N,N,25,25-29,White,Y,N,N,3.0-5.9,Credit,Yes,,No,95070,Saratoga,Associate & transfer to 4-yr,Studio Arts,,,,,Returning Student,Bachelor Degree or higher,Lynbrook High,433442,2015,In state Resident
1299370,Male,N,N,N,25,25-29,White,N,N,N,3.0-5.9,Credit,No,201550,No,95118,San Jose,Associate & transfer to 4-yr,Liberal Arts: Sci & Math,110.5,92.5,94,232,Continuing Student,,Pineer High Schl,053096,2015,In state Resident
1299396,Female,N,Y,N,24,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201570,No,95117,San Jose,Associate & transfer to 4-yr,Administration of Justice,66,41,45,114,Continuing Student,Received High School Diploma,Westmnt High Schl,053103,2015,In state Resident
1300168,Female,U,N,N,29,25-29,Asian,N,Y,N,3.0-5.9,Credit,No,201770,No,95050,Santa Clara,Associate & transfer to 4-yr,"Early Childhood Education, AS",51.5,51.5,51.5,206,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2009,In state Resident
1300332,Female,N,N,N,24,20-24,White,N,N,N,3.0-5.9,Credit,No,201570,No,95032,Los Gatos,Associate & transfer to 4-yr,Medical Office Reception,38,9,24,29,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2016,In state Resident
1300998,Female,U,N,N,41,40-49,Asian,N,Y,N,3.0-5.9,Credit,No,202170,No,95008,Campbell,Undeciced on goal,"Computer Info. Systems, AS",68,60,64,229,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1999,In state Resident
1301092,Male,N,N,N,25,25-29,Asian,N,Y,N,12.0-14.9,Credit,No,201570,No,95123,San Jose,Associate & transfer to 4-yr,"Business Administration, AST",150,99,102.5,255,Continuing Student,,Silver Creek High,053100,2015,In state Resident
1301753,Female,N,N,N,25,25-29,White,N,N,N,0.1-2.9,Credit,No,201670,No,95130,San Jose,Associate & transfer to 4-yr,Undeclared,42,41.5,41,158,Undeclared,,,,,In state Resident
1303378,Female,N,Y,N,23,20-24,African American/African,N,N,N,6.0-8.9,Credit,No,201610,No,94603,Oakland,Associate & transfer to 4-yr,Administration of Justice,55,49,49,159,Continuing Student,Received High School Diploma,California Virtual Academy At,011492,2017,In state Resident
1304995,Male,N,N,N,24,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201630,No,95111,San Jose,Associate & transfer to 4-yr,History,6,6,6,15,Continuing Student,Received High School Diploma,Santa Teresa High,433002,2015,In state Resident
1306372,Female,N,N,N,57,50+,White,N,N,N,3.0-5.9,Credit,No,201670,No,95135,San Jose,Associate & transfer to 4-yr,Undeclared,90.5,77.5,77,287,Continuing Student,,,,,In state Resident
1306390,Male,N,N,N,24,20-24,Hispanic,N,N,Y,15+,Credit,No,201670,No,95030,San Jose,Associate & transfer to 4-yr,Business Administration,81,18,26,26,Returning Student,Received High School Diploma,Los Gatos High,433437,2016,In state Resident
1306479,Male,N,N,Y,25,25-29,White,N,N,N,12.0-14.9,Credit,No,201650,No,95030,Los Gatos,Associate & transfer to 4-yr,Sociology,95.67,92.67,86,298.76,Continuing Student,Received High School Diploma,Los Gatos High,433437,2015,In state Resident
1307147,Female,Y,Y,N,29,25-29,Hispanic,N,N,Y,6.0-8.9,Credit,Yes,,No,95136,San Jose,Associate & transfer to 4-yr,"Sociology, AAT",68,62,62,168,Continuing Student,Received High School Diploma,Ronald E. Mcnair High,010822,2010,In state Resident
1307460,Female,N,N,N,24,20-24,White,N,N,N,3.0-5.9,Credit,No,201670,No,95032,Los Gatos,Associate & transfer to 4-yr,Early Childhood Education,32,32,29,94,Continuing Student,,Saratga High Schl,053343,2016,In state Resident
1308905,Female,N,N,N,49,40-49,White,N,N,N,3.0-5.9,Credit,No,202030,No,95070,Saratoga,Associate & transfer to 4-yr,Landscape Architecture,6,6,6,24,Returning Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1990,In state Resident
1308965,Male,N,Y,N,29,25-29,African American/African,N,N,N,3.0-5.9,Credit,No,202250,No,95377,Tracy,Maintain certificate/license,"Computer Info. Systems, AS",23,23,22,88,Returning Student,Bachelor Degree or higher,Merrill F. West High,393030,2011,In state Resident
1335912,Male,N,N,N,38,35-39,Asian,N,Y,N,6.0-8.9,Credit,Yes,,No,95014,Cupertino,Associate & transfer to 4-yr,"Computer Info. Systems, AS",,,,,Transfer Student,Received High School Diploma,Homestead High,053462,2002,In state Resident
1359710,Female,N,Y,N,38,35-39,White,N,N,N,6.0-8.9,Credit,No,201770,No,95008,Campbell,Associate & transfer to 4-yr,"Early Childhood Education, AS",30,30,30,117,Continuing Student,Bachelor Degree or higher,Rosary High,693739,2001,In state Resident
1386430,Female,N,Y,N,27,25-29,African American/African,N,N,N,9.0-11.9,Credit,No,201730,Yes,95117,San Jose,Associate & transfer to 4-yr,Public Health,31,12,12,36,Returning Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2013,In state Resident
1387332,Female,Y,N,N,21,20-24,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95133,San Jose,Associate & transfer to 4-yr,"Human Biology, AS",51.5,41,46.5,141,Continuing Student,Received High School Diploma,Independence High,433003,2019,In state Resident
1387799,Female,Y,Y,N,40,40-49,Hispanic,N,Y,Y,12.0-14.9,Credit,No,201970,Yes,95054,Santa Clara,Associate & transfer to 4-yr,Undeclared,37,9,19,18,Continuing Student,Received High School Diploma,William C. Overfelt High,433542,2000,In state Resident
1391292,Female,N,Y,N,29,25-29,White,N,N,N,3.0-5.9,Credit,No,201670,No,95008,Campbell,Associate & transfer to 4-yr,Early Childhood Education,124.5,121.5,113,354,Continuing Student,,Out of State High School,9997HS,2012,In state Resident
1391792,Male,N,N,N,24,20-24,African American/African,N,N,N,6.0-8.9,Credit,No,201670,No,95119,San Jose,Discovery-career interest/goal,Music,52.5,21.5,21,59,Returning Student,Received High School Diploma,Valley Christian High Schl,053338,2016,In state Resident
1393136,Male,N,Y,N,31,30-34,Two or More,N,Y,N,6.0-8.9,Credit,No,202170,Yes,95123,San Jose,Associate & transfer to 4-yr,Liberal Arts: Sci & Math,39,13,17,36,Continuing Student,Received High School Diploma,Liberty High,073398,2009,In state Resident
1398978,Female,Y,Y,N,29,25-29,Hispanic,N,N,Y,3.0-5.9,Credit,No,201730,No,95128,San Jose,Associate & transfer to 4-yr,Medical Assistant,23,23,23,89,Continuing Student,Certificate of CA HS Profic.,Independence High,053087,2011,In state Resident
1405271,Female,Y,Y,N,62,50+,Hispanic,N,N,Y,3.0-5.9,Credit,No,201930,No,95123,San Jose,Adv in career/update jobskills,Liberal Arts: Arts & Hum,5,5,5,20,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1987,In state Resident
1407107,Female,Y,Y,N,24,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201770,No,95117,San Jose,Associate & transfer to 4-yr,Marketing,70,42,40,112,Continuing Student,Certificate of CA HS Profic.,Del Mar High,433195,2016,In state Resident
1407368,Female,Y,N,N,49,40-49,Filipino,N,Y,N,3.0-5.9,Credit,Yes,,No,95210,Stockton,Associate & transfer to 4-yr,"Human Biology, AS",24,19,19,69,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1989,In state Resident
1416239,Male,N,Y,Y,40,40-49,White,N,N,N,9.0-11.9,Credit,No,201870,No,95070,Saratoga,Transfer to 4-year w/o Asso.,Geology,124,70,79,214,Continuing Student,Received High School Diploma,Homestead High,053462,2000,In state Resident
1420312,Female,N,Y,N,54,50+,African American/African,N,N,N,0.1-2.9,Credit,No,201830,Yes,95130,San Jose,Associate & transfer to 4-yr,Liberal Arts: Arts & Hum,6,6,6,21,Returning Student,Received High School Diploma,Independence High,433003,1994,In state Resident
1429044,Female,Y,N,N,33,30-34,White,N,N,N,3.0-5.9,Credit,No,202050,No,95125,San Jose,Associate & transfer to 4-yr,English,23.5,23.5,23,92,Continuing Student,GED/HS Cert Equiv/Completion,Santa Teresa High,433002,2006,In state Resident
1434633,Female,N,N,N,24,20-24,Two or More,N,Y,N,3.0-5.9,Credit,No,201670,No,95120,San Jose,2-yr associate degree,Art,79,65,62,163,Continuing Student,,,,,In state Resident
1434984,Female,N,N,N,24,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201810,No,95033,Los Gatos,Associate & transfer to 4-yr,"Biology, AST",11,11,11,29,Continuing Student,Bachelor Degree or higher,Los Gatos High,433437,2016,In state Resident
1436918,Female,N,N,N,42,40-49,Asian,N,Y,N,3.0-5.9,Credit,No,202130,No,94086,Sunnyvale,Associate & transfer to 4-yr,Early Childhood Teacher 2,24,24,24,90,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1997,In state Resident
1439818,Male,N,N,N,28,25-29,White,N,N,N,6.0-8.9,Credit,No,202230,No,95032,Los Gatos,Associate & transfer to 4-yr,Business Admininstration,11,11,11,44,Continuing Student,,,,,In state Resident
1448472,Female,N,Y,N,29,25-29,White,N,N,N,9.0-11.9,Credit,No,201970,No,95032,Los Gatos,Associate & transfer to 4-yr,Psychology,57,44,48,145,Continuing Student,Bachelor Degree or higher,Los Gatos High,433437,2011,In state Resident
